ID_REF,GSM1900227,GSM1900236,GSM1900265,GSM1900268,GSM1900271,GSM1900277,GSM1900280,GSM1900302,GSM1900313,GSM1900314,GSM1900321,GSM1900294,GSM1900315,GSM1900316,GSM1900317,GSM1900318,GSM1900319,GSM1900320,GSM1900323,GSM1900324
7941401,7.774056299,8.440461649,8.061926035,7.991210333,7.754769581,7.352029412,8.082370462,7.85051498,8.090915194,7.235848294,7.605439842,7.645206213,7.865465211,7.905028313,8.108140122,8.613244173,8.170782214,6.340177726,8.222620845,7.185412198
7941408,4.88579969,4.741285413,4.980562529,4.895131934,4.815378116,4.746754377,4.94923068,5.16839408,5.035862283,5.103610374,5.085858991,4.643063696,5.116029943,4.904822111,5.049273917,4.829793952,5.180864324,5.057693164,5.465219374,4.792620925
7941425,7.847565127,7.861801301,8.025330195,7.87283492,7.714929355,7.860675166,8.078146572,8.0454399,7.982751751,7.93397244,7.974807983,8.219939092,7.860131713,7.927549851,8.023246065,7.852782652,8.057570715,8.131758857,7.851366847,7.962827801
7941444,6.540953474,6.656548375,6.261294383,6.397763795,5.77446878,6.876545705,6.340317244,6.82096764,6.869983567,6.553378289,6.606581651,7.347488503,7.300335522,6.763243171,6.769917525,6.458251523,6.359426387,6.827983905,7.430353773,6.943272529
7941457,7.974657552,7.930281653,7.671416132,7.471914308,7.498903122,7.686415569,7.753911432,7.7815135,7.857749737,7.79656408,7.870295478,7.499859874,7.947789232,7.881527564,7.891908921,7.923570138,7.909205687,8.235326526,8.340835802,7.759468261
7941460,9.056501616,8.992708113,8.549044204,8.515164672,8.968551491,9.11269148,8.715123181,8.80744573,8.925938843,8.931945604,9.257186971,8.92231917,8.842857195,8.753864008,8.960892199,8.941134673,8.864129267,9.287040468,8.858309362,9.028003158
7941469,7.205893007,7.136119212,6.875479115,7.030277991,6.790291019,7.0127974,7.192040669,7.05748065,6.965982923,7.011969901,7.079604736,6.784356077,6.991190088,7.064621242,7.122959874,6.768060012,7.023763319,7.220818462,7.436913559,6.937749162
7941478,7.605689637,7.496639138,7.386702299,7.5679041,7.700721107,7.572995409,7.455393323,7.57222929,7.549366478,7.749035271,7.682150636,7.847471939,7.719013258,7.532655912,7.448791594,7.627997797,7.578892175,7.650962976,7.722692482,7.657617533
7941501,8.955778659,8.886922852,8.740379981,8.96536561,9.106862576,9.182795471,8.999990283,8.91399143,8.900166526,9.125655149,9.083849193,8.882470847,8.936789871,8.943448625,9.255351354,8.88974179,9.041774939,9.445916087,9.263006229,9.022392705
7941505,6.250797166,6.190114177,6.119321908,6.100554552,5.858543565,6.235903206,6.069382567,6.08532819,6.181427393,6.161411787,6.085928345,5.848280898,6.48179857,6.127421023,6.412951605,5.752459868,6.404584972,6.449817659,6.556779783,6.080917369
7941511,8.67048445,8.682540846,8.459965854,8.384338071,8.717189842,8.741873258,8.517799603,8.6799757,8.659061269,8.693529389,8.435468324,8.884253913,8.576451477,8.623710727,8.521641651,8.730692668,8.55813947,8.694565761,8.584336004,8.726751693
7941537,8.719455879,8.004205033,8.63978616,8.273012279,8.640957477,8.878174241,8.201533928,8.37695283,8.469626541,9.010596397,8.70385321,8.557091917,8.779114663,8.673200148,8.558817607,8.251509426,8.111929381,9.115626014,8.483750841,8.754284851
7941563,6.445130185,5.964768387,5.608778883,5.485049128,5.468688421,6.918310786,6.133487021,5.98058066,5.738167733,6.564693538,6.741512453,5.63722849,5.844298422,6.080908588,5.945754764,5.639273023,6.04769441,7.285046144,5.703746671,5.858602371
7941565,7.313822043,7.131329004,7.109556821,7.156399299,7.286448341,7.320836211,7.168792529,7.41664331,7.552465067,7.39689583,7.439837477,7.700062895,7.623278817,7.363020642,7.286953638,7.385973222,7.251699245,7.645807931,7.481566898,7.641579049
7941583,10.87872909,11.032905,11.10888939,10.70906835,10.64986103,10.38736553,10.68808465,10.7918577,11.23380397,10.42282805,10.5504934,10.67326065,11.08089233,10.97787863,10.95157936,11.27893644,10.95540221,10.18824232,11.03047283,10.63074427
7941587,6.532480303,6.50052949,6.477456155,6.355656098,6.191571787,6.507898174,6.588732246,6.69540524,6.349941778,6.281574085,6.69656475,6.736552639,6.576512833,6.38060797,6.866286789,6.567736675,6.543308235,6.963664651,6.809073626,6.558355313
7941594,7.00498678,6.990138424,6.774953108,6.694293479,6.477684782,6.760525249,6.881779123,6.92457296,6.913505317,6.784944802,7.094564686,6.62568878,6.952357254,6.881846322,7.202583909,6.900653563,6.958523776,7.24909247,7.378862901,6.676638922
7941597,4.920689043,4.774399605,4.967915932,4.777312111,4.772864751,5.066656837,4.833772323,5.08260744,5.091816612,4.938394019,5.199132382,4.878045953,5.18040606,5.177751798,5.005443974,4.948374896,5.32105347,5.596384397,5.45924499,5.103385626
7941599,5.991899102,5.611199996,5.526695633,5.632500717,5.327912769,5.806511961,5.653242752,5.73864338,5.849910148,5.699351954,5.581576319,5.51315663,5.927676071,5.850049358,5.962502439,5.94521993,5.692579747,5.927617664,6.23670839,5.517292972
7941608,6.220404161,6.32147454,6.009056156,6.067801634,5.901509394,6.121373839,6.238230076,6.43867778,6.217246871,5.986944549,6.272185241,6.067899755,6.339081082,6.184252771,6.195484103,6.099941358,6.303583029,6.523146147,6.409621803,5.9409978
7941610,6.149022188,6.041428385,6.210988753,6.20009878,6.131706427,6.057760085,6.128472368,6.27810826,6.360684357,6.207356666,6.278903842,6.185405241,6.432210031,6.160324011,6.287650951,6.163994639,6.17614986,6.500429317,6.450556714,6.249410364
7941621,9.649674351,9.564466314,9.701861658,9.684565223,9.351144,8.937357026,9.404418399,9.38245767,9.601933177,9.092522953,8.859686624,9.486867666,9.495493614,9.320142774,9.422057706,9.782261696,9.19449041,8.150804169,9.466716268,9.227876634
7941639,7.44212787,7.516452441,7.469122459,7.191398138,7.248256958,7.09102871,7.251919081,7.56732679,7.482642544,7.213022765,7.188123067,7.615609096,7.477777285,7.214092739,7.167629769,7.378698622,7.361952338,6.948627185,7.221407017,7.238534775
7941662,5.712927339,5.571227341,5.935156865,5.651790004,5.628022057,5.617696917,5.781111337,5.80843575,5.695217563,5.536093986,5.549477412,5.681260506,5.779130097,5.673307242,5.783755424,5.657842977,5.723537422,6.123775836,5.86292722,5.694785186
7941685,7.990770414,8.054307044,7.868813137,7.675430005,8.066594597,7.954769265,7.941049935,7.88079598,8.120958278,8.174748495,8.354782726,7.83277772,7.97254181,7.954957005,8.050759383,7.901185282,8.051927478,8.143607577,8.304761143,8.064377179
7941694,8.411216277,8.141810601,8.182940768,8.178560609,8.284217363,8.208771819,8.011024851,8.43246684,8.32903395,8.446480465,8.247460224,8.644359887,8.491820931,8.419138396,8.12795466,8.447587626,8.528269404,8.228202613,8.490117734,8.286226794
7941702,6.513501237,6.697464581,6.384941016,6.072692645,6.204480101,6.909710738,6.243014284,6.66267859,6.717963567,6.861772153,7.240599199,6.377026331,6.815406067,6.817627395,6.932827312,6.629470687,7.169729157,7.329369478,6.459123643,6.522761461
7941707,6.198308194,6.386086009,6.113982947,5.808796595,5.892899162,6.667531178,5.912566401,6.38904506,6.555608151,6.638287969,7.090961538,6.035738639,6.550112532,6.596455831,6.765433819,6.397996008,6.970033724,7.087875379,6.017925713,6.351042875
7941709,8.504428899,8.264245429,8.455917646,8.393255586,8.449043328,8.460734346,8.324846233,8.55563717,8.481776894,8.449156078,8.779138014,8.656925501,8.462764979,8.483862633,8.637559958,8.3836571,8.528272027,8.798070875,8.525981084,8.49283751
7941714,8.125246022,7.780643488,8.369729789,7.912410526,8.430656213,8.110126903,7.826829014,7.62239059,7.897803735,8.144598345,8.260152166,7.939573386,8.000896439,7.799091465,7.802066356,7.822737207,7.820447194,7.138351337,7.465400373,8.448281565
7941732,7.660786322,7.86945227,8.003490805,7.757227014,7.960974454,7.833575465,7.853096875,8.06748048,8.076418642,7.984003593,7.946757099,8.12023408,8.015645764,7.986342913,7.874564643,8.22851663,8.148073257,7.482782605,8.311332158,7.804980788
7941743,7.510572595,7.82969148,7.2326102,7.072008594,7.354697862,7.401820251,7.544445557,7.43577389,7.793560745,7.292358146,7.597928763,7.246906263,7.551647953,7.574491091,7.664864442,7.50642345,7.496635969,7.47768787,7.814474312,7.475286037
7941746,7.866981547,8.445026342,8.551854915,8.268299409,7.911366934,8.129923319,8.133118062,7.79167175,8.26292138,7.349968091,7.90043273,7.404888964,7.71052669,7.800112125,8.4940368,8.195182191,8.30579583,7.339986971,8.459233731,7.192309522
7941749,6.2510748,6.206881263,6.042957506,6.148265079,5.944655054,6.203987624,6.332330127,6.20484543,5.890685191,5.942908194,6.256371542,6.029759193,6.162580028,5.962508175,6.131263683,5.95256326,6.031017126,6.377374449,6.529409583,5.902051197
7941761,8.868729505,8.705885985,9.350187753,8.639887816,8.849500169,9.315033579,8.650215692,7.99627745,8.66623484,8.21831845,8.780057411,8.50452734,8.260945799,8.23730115,8.599872786,8.064738161,7.953088894,7.853317266,9.042852331,8.081964796
7941769,9.092855675,9.095374164,9.416525156,9.27681746,9.000056409,9.122849633,8.900691792,8.99679705,9.025303325,9.077512206,8.946169439,9.033193267,9.012670228,8.962621932,8.957992328,9.039061611,8.760913706,9.29858437,9.039066968,8.920321777
7941795,5.211444535,5.60976941,5.296445056,5.210124035,5.394053501,5.647281647,5.257674281,5.38677307,5.461573495,5.496199889,5.668478294,5.232157836,5.384344264,5.538252174,5.477057113,5.411977695,5.555421973,5.914420536,5.677820273,5.606682963
7941797,8.467318099,8.551394843,8.369505894,8.614217483,8.485061662,8.775792909,8.58425307,8.75232746,8.602329609,8.678852839,8.509896875,8.761211044,8.599876417,8.841169845,8.584719411,8.800364757,8.498314326,8.560408758,8.463185209,8.378312851
7941822,7.249609573,7.399193812,7.149109354,7.250352783,7.296488047,7.57973808,7.279544698,7.39996303,7.413598491,7.484798192,7.663344519,7.296866789,7.515617435,7.347705704,7.331728288,7.286727658,7.107555844,8.299911449,7.217038704,7.628442091
7941843,7.739445859,8.087651079,7.74615283,7.673840867,7.718751299,7.249767387,7.68275643,7.88217192,7.921999155,7.331967278,7.453599704,7.445872402,7.785566312,7.780253097,8.04742683,7.941199523,7.802874359,7.319243357,7.94622594,7.364926399
7941863,5.921634038,6.056847048,5.70135903,5.711876043,5.713674724,6.157043568,5.947218404,6.02131331,6.118836701,5.761052742,5.997824328,5.610608333,5.867559282,5.905793801,6.064481453,5.918204675,5.881602803,5.844114587,6.044688274,5.677286289
7941865,8.240644906,8.591333669,8.300007561,8.117905103,8.125817033,8.236822962,8.350698594,8.28892914,8.537892463,8.436271072,8.640760265,8.509317987,8.520547707,8.508208005,8.478728276,8.549203117,8.479668896,8.457550591,8.783760319,8.392254394
7941879,7.276548712,7.189550114,7.043046981,7.083234375,7.474329679,7.864033363,7.302565159,7.23129033,7.61149675,7.961463826,8.070837822,7.488423925,7.601400501,7.867624319,7.416834501,7.154278555,6.938398865,7.856920243,7.589575946,7.620377242
7941890,6.967920768,7.165191927,6.843044258,6.716174312,6.405888829,6.793347108,7.069521226,6.86029182,6.854688363,6.794422312,6.940637908,6.562430053,7.107216118,7.004357644,6.957500803,6.89624527,6.819438876,6.951073634,7.308014968,6.846814481
7941900,8.215058654,8.060826854,7.92104459,8.069426166,8.118630788,8.159274378,8.146954094,8.19589031,8.179253234,8.172634126,8.387330292,8.43168926,8.190931608,8.122111214,8.17332106,8.05429926,7.942867935,7.664462367,8.178968871,8.179482567
7941917,6.815329739,6.911094417,6.463449038,6.542001585,5.979476222,6.522411996,6.642949708,6.67784629,6.828223374,6.52064026,6.753342449,6.485845642,6.848536029,6.770209887,6.712792611,6.387276249,6.679122895,6.79320073,6.753818113,6.594508562
7941927,6.708836669,6.537106046,6.938141101,6.833316806,7.000090116,6.748546051,6.817282316,6.84873324,6.724692346,7.027623585,7.007688427,7.144791253,7.11912604,6.995476997,6.744467613,6.908141445,6.908114593,7.010350363,6.958145835,6.772045399
7941936,11.56849011,11.71622896,11.26113094,11.21713192,11.84174409,11.5281325,11.4557411,11.6607271,11.71777044,11.48902253,11.41569007,11.96490364,11.35118067,11.14751673,11.41920412,11.32106311,11.53909667,10.44359958,11.53858776,11.80525649
7941946,9.309747641,9.393069233,8.890948885,9.240173067,9.532700138,9.336090809,9.640941375,9.80825721,9.545808784,9.230305029,9.461713493,9.668314352,9.276001407,9.364708703,9.32004207,9.517833957,9.73599773,8.514117949,9.067453071,9.288896481
7941961,8.76459252,8.865676548,8.442508848,8.346701464,8.657217796,8.259024566,8.283204813,8.25656835,8.624897393,8.109786347,8.255958541,8.132731439,8.217868975,8.472122862,8.202009901,8.410033336,8.32607201,8.131478007,8.675700272,8.279180938
7941976,8.088467679,7.848670978,7.979618651,8.269492126,8.219544036,8.058203998,8.19621864,8.44463289,8.287863967,8.006353989,7.944442644,8.57254631,8.348427898,8.146046232,8.246966698,8.245297803,8.096081662,7.956618012,8.147241886,8.064590161
7941985,9.582793661,9.566691774,9.787515324,9.671456302,9.516032533,9.452894624,9.524501782,9.64576165,9.601154498,9.575181789,9.623922671,9.627211239,9.926418163,9.751808609,9.475256346,9.7178291,9.502444334,10.03540506,9.765701702,9.639583488
7942007,8.187853281,8.73166603,8.308363335,8.462754372,8.140865959,7.876822297,8.365657245,8.47190191,8.48610094,7.949101699,7.888346854,8.350056877,8.057957029,8.135344653,8.346121422,8.72347472,8.648424404,5.97748738,8.512144988,7.724694115
7942032,9.073165175,9.133880965,9.320331212,9.296073908,9.105773623,8.974156178,9.048961578,9.2182673,9.169284778,9.077183588,8.841252498,9.112861028,8.98575909,9.185996173,9.035363949,9.243140708,9.183454414,8.907078343,8.92632061,9.03291626
7942061,6.631777993,7.044903848,6.496222811,5.694592115,5.813793519,6.383052696,6.407911888,6.17759138,5.963182641,5.851388294,6.553459853,5.409236443,5.912923681,6.302080087,6.455339011,6.135693319,6.613023794,5.830935064,6.221241792,6.370912715
7942064,7.213407448,6.404170582,6.537713581,6.456358928,6.483488731,6.534799065,6.588033363,6.92839783,6.430319059,6.593154694,6.876310939,6.817984098,6.618552528,6.456753585,6.518200264,6.834794493,6.340545443,6.723824964,6.832216795,6.49129188
7942071,4.840129031,5.583213294,4.997942136,5.039611713,4.816731736,4.912483988,5.439292817,4.96781306,5.080467053,4.853431114,5.083303369,4.458996155,4.583148549,4.770829308,5.182344338,4.674476129,4.851753139,4.808662184,5.117627725,4.649860155
7942073,6.892369753,6.896081245,6.785736412,6.806999218,6.756009972,6.910975518,6.76127436,6.88792228,6.747235188,6.953533614,6.985923911,6.893645284,7.042502697,6.75493795,6.622845997,6.953775235,6.894433211,7.083319115,6.929379423,6.720843556
7942091,7.781695084,7.792128488,7.665075198,7.675160657,7.779773249,7.757735169,7.765435843,7.6372746,7.770607944,7.852288421,8.079728095,7.620869519,7.865476633,7.703089732,7.566402615,7.761358979,7.75780535,8.164420547,7.535582825,7.691316383
7942118,8.418248451,8.173078542,7.904348426,8.211958084,7.72953642,8.616724046,8.353617049,7.14963503,8.2746338,7.656803112,8.691196239,7.949845319,7.853110966,8.01938101,8.15024064,8.300472523,8.086990763,6.363259183,8.459452507,7.891594789
7942123,9.412487927,9.368597178,8.952259663,9.114318542,9.412346171,9.131409238,8.498678928,9.01176794,9.225182572,9.488361035,9.245095531,9.54244199,9.63579516,9.094809171,8.755325367,9.768685707,9.218018174,10.32146436,9.192475988,9.51919939
7942135,7.261276016,7.091268952,7.060667734,6.217354864,7.886358031,7.728198404,7.184570295,6.68530969,7.399128605,6.995476911,6.830510952,7.812993274,6.635376375,6.537109602,7.215672074,7.229851501,7.338025239,7.620562047,6.910526264,7.504304867
7942168,8.623290875,8.448773827,8.691503291,8.555280364,8.479661989,8.493232334,8.572560303,8.57527471,8.586560252,8.464524687,8.505379208,8.795630179,8.62513704,8.525576604,8.688560977,8.78898123,8.51010146,8.569378757,8.659836209,8.388522397
7942174,8.89456338,8.750482819,8.935672964,8.992122537,8.830019576,8.901810513,8.772572322,8.75010811,8.793383725,8.763519159,8.745089975,9.00377026,8.947844154,8.809068816,8.819548802,9.060526242,8.835378706,8.553946328,8.93553674,8.836203046
7942204,9.886874862,10.17833645,10.36752127,10.1475349,9.718172563,9.815741629,9.918787006,9.81299768,9.782283296,9.351321692,9.496306574,9.521379386,9.543333018,9.505243505,9.996682254,10.09475152,9.731865698,8.996697079,10.01594073,9.289319441
7942228,6.529019651,6.483319213,6.5702913,6.388242531,6.510473358,6.55853142,6.695215333,6.6347395,6.541284769,6.507387328,6.579047719,6.525291035,6.549523827,6.38703152,6.469222594,6.388968755,6.521201081,6.655042926,6.693158415,6.434894913
7942232,8.821451596,9.139028235,8.91733438,9.028769421,8.818335934,8.670030868,8.858003768,9.26295951,8.981266766,8.567826713,8.619145086,8.896703426,8.946811168,8.884882798,8.731762553,9.04195921,9.063799091,8.111271807,8.772701079,8.474564248
7942255,7.848840865,8.034174971,8.324651105,7.820982436,7.51047372,8.04620012,8.253863783,8.09023844,7.867621586,7.664149613,7.692512599,7.43266665,7.993802901,7.790310808,8.062406056,7.573737551,7.830404662,8.346050795,7.985174509,7.726634776
7942261,6.641468913,6.653094787,6.690171726,6.598274041,5.984605509,6.279300407,6.845702803,6.69024506,6.275236622,6.321732021,6.206715259,5.998799492,6.741906989,6.415542051,6.601646237,6.421480095,6.395306756,6.820239645,6.717637728,6.323402402
7942267,8.021022313,8.002339474,8.036848544,7.823158361,7.518838378,7.894580309,8.202109472,8.15839859,7.836149293,7.713066985,7.747542324,7.680737987,8.017517484,7.896340812,8.035546356,7.792620925,7.93036143,8.255766977,7.951333189,7.712701106
7942274,5.614330393,6.036455361,5.669829807,5.596869463,5.698500144,6.483063669,6.710814209,6.13332129,5.674839657,5.717133558,6.151856574,5.709885554,5.718139527,5.869832622,6.003042945,5.376429608,5.764015785,6.722378655,5.959312533,6.11365077
7942277,4.389735965,4.769337668,4.855428936,4.374227611,4.335982629,4.478602756,4.578815375,4.29795402,4.415960278,4.286267411,4.532014367,4.160922074,4.392641303,4.312267684,4.494957488,4.412967364,4.312283197,4.482095587,4.86583312,4.539160586
7942279,6.923610304,7.234389003,6.984889603,7.068109593,7.007857262,6.797820016,6.771801457,7.10654649,7.017980916,6.954799699,7.137584228,7.229800171,6.72030731,7.007130465,7.026775682,7.084210689,7.254891797,6.974544128,7.25573572,6.880739748
7942284,4.931553511,5.778043131,5.474348867,5.340358812,5.082598507,5.484979947,5.912062349,5.26009774,4.990997486,4.647930904,4.590627594,4.99124442,4.782443985,4.864268907,5.412173641,4.813176811,5.119614157,5.695113783,5.150295809,5.242955282
7942287,4.613504198,4.958460586,4.754205016,4.501686208,4.58694284,4.845773714,5.005710032,4.56413728,4.432933189,4.511045869,4.177207977,4.139680931,4.536519953,4.273665716,4.592690387,4.748410616,4.458016164,4.89429535,4.559791923,4.265586004
7942289,6.882677842,6.97993538,7.090088507,7.101567788,7.146179114,7.061769343,6.946030454,7.10392183,7.152988338,7.037095968,7.247126685,7.214395611,6.90220976,7.035551893,7.023107625,7.116097862,7.054179504,7.013058356,7.094522324,6.992496351
7942300,7.211086369,7.122276815,7.050664573,7.135290318,7.082945217,7.083103035,7.418111894,7.07284652,7.084539008,7.23040809,7.130545426,7.462059495,7.811437708,7.247703158,6.932381389,6.9329837,6.923800874,7.774677992,7.289004872,7.183798005
7942315,5.980869117,6.009096831,6.327709422,6.240729328,5.687523271,5.444204435,6.14753226,6.21838231,6.044073717,5.742240964,5.570999408,6.157758315,6.05421197,6.015618883,6.077183751,6.020367406,6.109795272,5.466652424,6.115855212,5.981858592
7942326,5.333780338,5.372946871,5.853864339,5.394244176,5.07031883,5.457339794,5.841940416,5.54307254,5.460288776,5.512158615,5.514585005,5.182122281,5.637327673,5.293981787,5.655810092,5.492091559,5.30034879,5.931258086,5.485649626,5.351635768
7942328,6.21185028,6.175406402,5.756191331,8.153630266,5.899516428,6.095097733,6.082878642,5.8693136,6.087162872,6.127747368,6.308169854,5.819538862,6.319177605,6.094637005,6.14349034,6.036039427,6.161557868,6.540202076,6.568247243,6.400107315
7942332,6.218255472,5.958665457,5.459640234,5.510661323,5.96118206,5.397797213,5.557423734,5.48904777,5.770563385,5.283356734,5.532106424,5.196002612,6.015918112,5.961963361,7.118840661,5.345311571,5.790632473,5.680003825,5.666310592,5.565980967
7942342,8.065403643,8.100493597,8.148601638,8.118248819,8.149506498,8.140188987,8.051616709,8.38471209,8.365219369,8.292125426,8.2387712,8.290005906,8.338616568,8.185732188,8.23352372,8.363269077,8.08788169,8.482274112,8.213398844,8.155731894
7942372,6.677010618,5.938599964,7.18667058,7.032339046,6.907821845,6.620781725,7.160703464,6.71092422,6.49261995,7.83973625,6.912892351,7.232339238,7.34292295,6.914484772,6.49087058,6.750301661,6.108874242,6.283260637,6.95077088,7.406147253
7942379,4.179812226,4.204081236,3.585284875,4.254839909,4.035499708,3.828401013,4.234105507,3.93717722,3.770361641,3.997593418,3.92748321,4.011885983,3.568128811,4.252169207,3.954284008,3.647169199,3.967328121,3.676525834,3.910956676,3.739277939
7942381,7.299878479,6.951400338,7.124715167,7.368885941,7.35809473,7.702866811,6.936953914,7.19543169,7.410709347,7.2902197,7.749407601,7.114147417,7.491001768,7.611561023,7.303297479,7.512715028,7.350889422,8.848884408,7.465286021,7.590127857
7942400,8.576999899,8.835841378,9.682523165,8.750582794,8.2152157,8.339222746,8.344269762,8.04410091,8.367847963,7.760316208,8.031023354,7.858102445,8.491990187,8.06388646,8.828884129,8.466435609,7.779741694,7.909675676,9.053417342,8.0052716
7942409,6.450421419,6.328730115,6.721108996,6.631335724,6.977870069,6.575237427,6.423032663,6.45106166,6.333803945,6.504985513,6.456949182,6.776614955,6.983419344,6.657811256,6.283319285,6.309792735,6.085588997,7.900672816,7.012973819,6.817164506
7942417,7.109926595,6.653175607,6.818376213,6.55029552,7.324530527,6.8255617,6.73535666,6.81269565,6.931440524,7.051108848,6.92445426,6.973883098,7.05853482,6.792668084,6.598890087,6.634796651,7.011068031,8.255180893,6.999840735,7.165205731
7942439,7.141794389,6.779541331,7.032189703,7.065127985,6.978002354,7.476314947,6.970329479,6.9651046,7.001494271,7.384241487,7.404115997,7.007785591,7.406103125,7.285215513,6.963369555,6.927073801,6.882735392,8.311036493,7.255854409,7.285589888
7942453,7.275481744,6.986396473,6.305684937,6.8763783,6.699957239,6.657875352,7.119089618,7.3367054,7.288121743,7.108802314,6.70713982,7.469092641,7.20698169,7.624907207,6.865006751,7.247276657,7.936108882,6.309525481,7.199665157,6.603416039
7942465,7.181572373,7.611975524,7.126800243,7.382615848,7.261182599,7.176562457,7.506077754,7.71112647,7.489261705,7.381220134,7.413430114,7.50563192,7.303458308,7.541730591,7.532683137,7.497211438,7.542255759,6.444420446,6.89828751,7.417517249
7942476,5.865190965,6.126321957,5.62229585,5.914643434,6.251949121,6.121029128,5.843506587,6.10717237,6.108517438,6.05386309,6.021637617,6.5280217,6.126025076,6.042401665,5.801001673,6.097920403,6.140935995,5.889307787,5.876442285,5.895907311
7942489,5.20576939,5.038121418,5.057953064,5.161341662,5.211447358,4.979133917,5.255931753,5.18820805,5.02436545,4.967914789,5.173657772,5.000901423,5.154335734,4.979845566,5.055548893,5.085524327,5.196954454,5.592790057,5.489758923,4.940835829
7942503,8.854061017,8.608642754,8.644441638,8.714203481,8.761227685,8.538973221,8.606285579,8.63466406,8.709513714,8.563374583,8.379193651,8.845004613,8.678008184,8.654046179,8.629343167,8.907881151,8.65599609,7.869028222,8.828606326,8.731963968
7942520,5.946169439,6.371361762,5.638716625,5.532583983,5.973108052,6.140400584,6.052756752,5.7410569,6.233810109,5.954923381,5.408521,6.099754717,5.570329522,6.192041572,6.370533369,6.132811125,6.428483879,5.36057037,6.109949862,6.131658077
7942525,4.237577892,4.466588827,4.293831402,3.956624037,4.017675659,4.624274392,4.211009406,4.04298889,4.097218951,4.16096776,4.392845002,4.000831812,4.196738686,4.041436073,4.281500933,4.197341645,4.207811513,4.346171481,4.488633661,4.543252531
7942527,7.680222364,7.49453567,7.263990656,7.80323936,7.435828942,7.672591407,7.724658835,7.8892336,7.766551756,7.635755312,7.217984166,8.273674394,7.563926369,8.045753997,7.596570595,8.275732791,7.385304084,6.663296087,7.463047849,7.606838928
7942542,4.367471943,4.696134369,4.646455765,4.205240656,4.501536309,4.34149222,4.639844108,4.50533971,4.266278133,4.411084485,4.501052978,4.2567529,4.307210678,4.277408728,4.853887652,4.622360762,4.422392561,4.609170395,4.86591088,4.228412846
7942544,7.534103364,7.349151621,7.397473182,7.5354529,7.556528507,7.499420995,7.369537843,7.79603169,7.566836564,7.80981738,7.617530689,8.026627113,7.496758589,7.610219916,7.491565788,7.708381936,7.517576645,8.05280384,7.13149041,7.500371933
7942551,5.500053118,5.408508691,5.241269661,5.718954643,5.391823994,5.840110106,5.362299697,5.95930846,5.810482792,5.906419332,6.32347401,6.133787544,5.742323315,5.751112811,5.744985822,5.49925918,5.800271334,6.895864425,5.401024668,5.432649831
7942553,10.71585781,10.06143811,10.5319543,10.3578607,10.88618646,10.50171026,10.47838699,10.3708082,10.11134664,10.82250655,10.50000873,10.73854185,10.53566374,10.29926197,10.24998853,10.48186039,9.879507344,9.770803504,10.54594885,11.0376247
7942562,7.032986525,6.761189126,6.487847515,6.744961604,7.041317919,7.066771785,6.657188678,7.03220501,7.011168551,7.389331862,7.510695967,7.071998123,7.260831978,6.980031641,6.960170606,6.881986031,6.673227758,7.02986263,6.98618387,7.173225125
7942569,8.230896615,8.231956349,8.037787556,8.376983953,8.792259682,8.240758438,7.823230486,8.19313022,8.315741359,8.703755012,7.980436406,8.771939045,8.804674516,8.851600941,8.224363421,8.484077828,8.585948198,6.661003548,8.237879958,8.503857515
7942586,12.56979223,12.72360741,11.86340563,12.40955305,12.60399685,12.89517799,12.61953032,12.8557641,12.61389454,12.70750353,12.78400644,12.70222216,12.50214796,12.604616,12.55203628,12.48849331,12.87719509,12.30273471,12.27203784,12.43201513
7942592,6.93424625,7.53031953,6.261886452,6.636872171,6.847005908,7.430381595,6.708594429,7.3553515,6.867062734,7.307677632,7.332037641,7.085675867,6.417978155,6.802653421,6.732544548,6.868148941,7.087342084,6.989457822,6.033819867,6.927766752
7942594,7.43098474,7.889317536,7.65026621,7.868005718,9.002621041,8.638425749,8.421675782,8.07822803,8.412458465,9.063523126,9.596273941,7.896767347,7.660879765,8.552237199,9.169480683,8.011628397,8.497847452,7.976660347,8.008279861,8.502439235
7942596,9.614942879,8.521797742,8.997259263,9.193795441,10.42276788,9.489936625,9.191055599,9.12740071,8.80345804,9.697153703,8.940242165,9.90057452,9.804804476,9.117931728,8.389898598,9.284866451,8.936665793,10.99222369,9.227454365,10.17322269
7942603,7.237161373,9.123074844,8.411830718,8.56278952,7.346328413,7.161557868,8.375437216,9.16916242,8.768617164,7.872965738,6.374829755,6.911765191,8.305631365,8.683312811,8.057990401,9.122099204,9.393066483,5.380644694,7.973084397,7.033765603
7942611,5.563424394,6.053549755,5.649800087,5.525768704,5.456088784,5.67566668,5.831552637,5.51051742,5.710565996,5.881185393,6.018387655,5.2271194,5.307831443,5.586514554,6.254066705,5.356667827,5.763908128,6.002645075,5.887098058,5.796935433
7942613,7.164097943,7.145390968,7.081492215,7.446727934,7.058971561,7.167016865,6.922295938,7.2540967,7.168534253,7.153692573,7.276840882,7.102818478,7.347620693,7.5838241,6.988440868,7.829184531,7.104201851,8.387629528,7.212423208,7.36229769
7942626,7.838598234,7.887121957,7.620748507,7.956740208,8.175060653,8.431037808,7.725352111,7.72545842,8.258050694,8.700122812,8.121965666,8.095921395,8.08372229,8.492672999,7.782314995,8.090246031,8.16730053,8.232673579,7.480269294,8.09015168
